Id,LotFrontage,LotArea,Alley,LotShape,LandContour,Utilities,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscVal,MoSold,YrSold,MSSubClass_30,MSSubClass_40,MSSubClass_45,MSSubClass_50,MSSubClass_60,MSSubClass_70,MSSubClass_75,MSSubClass_80,MSSubClass_85,MSSubClass_90,MSSubClass_120,MSSubClass_160,MSSubClass_180,MSSubClass_190,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Street_Pave,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkFace,MasVnrType_NA,MasVnrType_Stone,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,CentralAir_Y,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,MiscFeature_NA,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial
1,0.1506849315068493,0.7097190082406654,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6666666666666665,0.5,0.9492753623188417,0.8833333333333329,0.7525946392033653,0.6666666666666666,0.5,0.8,1.0116009116784799,0.25,1.0,0.12508858965272857,0.7731898882334818,0.6931471805599453,0.06421232876712328,0.14009819967266776,1.0,0.11977971546581001,0.4135593220338983,0.6931471805599453,0.2592313489073097,0.3333333333333333,0.6931471805599453,0.6666666666666666,0.5,0.375,0.8472978603872036,0.6666666666666666,0.5,1.0986122886681098,0.0,0.0,0.8333333333333333,1.0974507519905996,0.6666666666666666,0.5,0.38645980253878703,0.9555114450274363,0.9555114450274363,1.0986122886681098,0.0,0.7474068205339127,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,0.09090909090909091,0.5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2,0.20205479452054792,0.712358955597605,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.5555555555555556,0.875,0.7536231884057969,0.43333333333333,0.6931471805599453,0.33333333333333337,0.5,0.8,1.0116009116784799,1.0,0.8333333333333333,0.1732813607370659,0.7731898882334818,0.6931471805599453,0.12157534246575341,0.2065466448445172,1.0,0.21294171638366224,0.0,0.6931471805599453,0.17483044461190655,0.0,0.9162907318741551,0.6666666666666666,0.0,0.375,0.8472978603872036,0.33333333333333337,0.33333333333333337,1.0986122886681098,0.3333333333333333,0.6000000000000001,0.8333333333333333,1.0929578581693669,0.6666666666666666,0.5,0.3244005641748942,0.9555114450274363,0.9555114450274363,1.0986122886681098,0.34772462077012833,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,0.36363636363636365,0.25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
3,0.16095890410958902,0.7161345741921674,0.6931471805599453,0.3333333333333333,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6666666666666665,0.5,0.9347826086956523,0.8666666666666671,0.7425324057406884,0.6666666666666666,0.5,0.8,1.0116009116784799,0.5,1.0,0.08610914245216159,0.7731898882334818,0.6931471805599453,0.1857876712328767,0.15057283142389527,1.0,0.13446535107847638,0.41937046004842615,0.6931471805599453,0.27354935945742276,0.3333333333333333,0.6931471805599453,0.6666666666666666,0.5,0.375,0.8472978603872036,0.6666666666666666,0.33333333333333337,1.0986122886681098,0.3333333333333333,0.6000000000000001,0.8333333333333333,1.0971186364113263,0.6666666666666666,0.5,0.4287729196050776,0.9555114450274363,0.9555114450274363,1.0986122886681098,0.0,0.7308197968591155,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,0.7272727272727273,0.5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
4,0.13356164383561642,0.7122443200811037,0.6931471805599453,0.3333333333333333,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6666666666666665,0.5,0.3115942028985508,0.3333333333333357,0.6931471805599453,0.33333333333333337,0.5,0.6000000000000001,1.0986122886681098,0.25,0.8333333333333333,0.03827072997873848,0.7731898882334818,0.6931471805599453,0.23116438356164382,0.12373158756137481,0.75,0.14387333639284075,0.36610169491525424,0.6931471805599453,0.2605501130369254,0.3333333333333333,0.6931471805599453,0.3333333333333333,0.0,0.375,0.8472978603872036,0.6666666666666666,0.41666666666666663,1.0986122886681098,0.3333333333333333,0.8,0.16666666666666666,1.096620256136869,0.3333333333333333,0.75,0.4527503526093089,0.9555114450274363,0.9555114450274363,1.0986122886681098,0.0,0.7246387617276807,0.9133879722161936,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,0.09090909090909091,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
5,0.21575342465753422,0.7229857088895407,0.6931471805599453,0.3333333333333333,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.7777777777777777,0.5,0.9275362318840585,0.8333333333333357,0.7969439742415889,0.6666666666666666,0.5,0.8,1.0116009116784799,0.75,1.0,0.11605244507441531,0.7731898882334818,0.6931471805599453,0.20976027397260272,0.18739770867430444,1.0,0.18609453877925655,0.5099273607748184,0.6931471805599453,0.35116804822908815,0.3333333333333333,0.6931471805599453,0.6666666666666666,0.5,0.5,0.8472978603872036,0.6666666666666666,0.5833333333333334,1.0986122886681098,0.3333333333333333,0.6000000000000001,0.8333333333333333,1.0969525372497453,0.6666666666666666,0.75,0.5895627644569816,0.9555114450274363,0.9555114450274363,1.0986122886681098,0.22403733955659275,0.7671245617895508,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,0.9999999999999999,0.5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
6,0.2191780821917808,0.7226567447266521,0.6931471805599453,0.3333333333333333,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.4444444444444445,0.5,0.8768115942028984,0.75,0.6931471805599453,0.33333333333333337,0.5,0.8,1.0116009116784799,0.25,1.0,0.12969525159461376,0.7731898882334818,0.6931471805599453,0.0273972602739726,0.13027823240589198,1.0,0.10601193207893528,0.27409200968523,0.6931471805599453,0.19366993217784478,0.3333333333333333,0.6931471805599453,0.3333333333333333,0.5,0.125,0.8472978603872036,0.33333333333333337,0.24999999999999997,1.0986122886681098,0.0,0.0,0.8333333333333333,1.0957890699864472,0.3333333333333333,0.5,0.3385049365303244,0.9555114450274363,0.9555114450274363,1.0986122886681098,0.04667444574095682,0.7202002280316552,0.6931471805599453,0.9669539065181092,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.75,0.715476656958034,0.8181818181818182,0.75,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
7,0.18493150684931503,0.7134679486357062,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.7777777777777777,0.5,0.9565217391304355,0.9166666666666643,0.749645654465208,0.6666666666666666,0.5,1.0,1.0116009116784799,0.75,1.0,0.24255846917080087,0.7731898882334818,0.6931471805599453,0.13570205479452055,0.27594108019639935,1.0,0.31206975676916016,0.0,0.6931471805599453,0.2562170308967596,0.3333333333333333,0.6931471805599453,0.6666666666666666,0.0,0.375,0.8472978603872036,0.6666666666666666,0.41666666666666663,1.0986122886681098,0.3333333333333333,0.8,0.8333333333333333,1.097616768426608,0.6666666666666666,0.5,0.4485190409026798,0.9555114450274363,0.9555114450274363,1.0986122886681098,0.2975495915985997,0.7439376062999015,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,0.6363636363636364,0.25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
8,0.22534246575342465,0.7141501471727734,0.6931471805599453,0.3333333333333333,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6666666666666665,0.625,0.7318840579710155,0.38333333333333286,0.7654678421395714,0.33333333333333337,0.5,0.8,1.0116009116784799,0.5,0.8333333333333333,0.15219702338766833,0.9808292530117262,0.7039435067501681,0.09246575342465753,0.1811783960720131,1.0,0.1773749426342359,0.47602905569007264,0.6931471805599453,0.3308214016578749,0.3333333333333333,0.6931471805599453,0.6666666666666666,0.5,0.375,0.8472978603872036,0.33333333333333337,0.41666666666666663,1.0986122886681098,0.6666666666666666,0.6000000000000001,0.8333333333333333,1.0924573994050637,0.6666666666666666,0.5,0.3413258110014104,0.9555114450274363,0.9555114450274363,1.0986122886681098,0.2742123687281213,0.8641310948420541,0.8808888048232392,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.7043742431537288,0.9090909090909091,0.75,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
9,0.10273972602739724,0.70434878502055,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6666666666666665,0.5,0.42753623188405854,0.0,0.6931471805599453,0.33333333333333337,0.5,0.6000000000000001,1.0116009116784799,0.25,0.16666666666666666,0.0,0.7731898882334818,0.6931471805599453,0.40753424657534243,0.155810147299509,0.75,0.15787058283616337,0.3641646489104116,0.6931471805599453,0.2712886209495102,0.0,0.6931471805599453,0.6666666666666666,0.0,0.25,0.9808292530117262,0.33333333333333337,0.5,1.041453874828161,0.6666666666666666,0.6000000000000001,0.16666666666666666,1.0854245505917306,0.3333333333333333,0.5,0.3300423131170663,0.8754687373538999,0.9555114450274363,1.0986122886681098,0.10501750291715285,0.6931471805599453,0.8634707196328046,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,0.2727272727272727,0.5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
10,0.09931506849315068,0.7073486026661132,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.4444444444444445,0.625,0.4855072463768124,0.0,0.6931471805599453,0.33333333333333337,0.5,0.6000000000000001,1.0116009116784799,0.25,1.0,0.15077958894401133,0.7731898882334818,0.6931471805599453,0.059931506849315065,0.16219312602291328,1.0,0.17049105094079853,0.0,0.6931471805599453,0.13997739261492087,0.3333333333333333,0.6931471805599453,0.3333333333333333,0.0,0.25,0.9808292530117262,0.33333333333333337,0.24999999999999997,1.0986122886681098,0.6666666666666666,0.6000000000000001,0.8333333333333333,1.0867679596938573,0.6666666666666666,0.25,0.14456981664315938,1.0296194171811581,0.9555114450274363,1.0986122886681098,0.0,0.6967968196474947,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,0.0,0.5,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
